ORF,AA01_3D7,AA02_3D7,AA03_3D7,AA04_3D7,AA05_3D7,AA06_3D7,AA07_3D7,AA08_3D7,AA09_3D7,AA10_3D7,AA11_3D7,AA12_3D7,AA13_3D7,AA14_3D7,AA15_3D7,AA16_3D7,AS01_3D7,AS02_3D7,AS03_3D7,AS04_3D7,AS05_3D7,AS06_3D7,AS07_3D7,AS08_3D7,AS09_3D7,AS10_3D7,AS11_3D7,AS12_3D7,AS13_3D7,AS14_3D7,AS15_3D7,AS16_3D7,AA01_FUP,AA02_FUP,AA03_FUP,AA04_FUP,AA05_FUP,AA06_FUP,AA07_FUP,AA08_FUP,AA09_FUP,AA10_FUP,AA11_FUP,AA12_FUP,AA13_FUP,AA14_FUP,AA15_FUP,AA16_FUP,AS01_FUP,AS02_FUP,AS03_FUP,AS04_FUP,AS05_FUP,AS06_FUP,AS07_FUP,AS08_FUP,AS09_FUP,AS10_FUP,AS11_FUP,AS12_FUP,AS13_FUP,AS14_FUP,AS15_FUP,AS16_FUP
PF3D7_0724100,67.6649885,95.8013815,111.2240435,102.4823375,110.3940965,69.2561055,72.3708575,63.4819235,78.083481,81.506462,106.1339165,105.147665,105.329356,116.096633,184.160832,174.5660095,44.5843375,111.5550245,97.299469,98.348197,79.3481805,103.114544,68.1062645,89.707557,86.147899,85.4683775,94.530351,104.502157,116.978194,118.0336535,156.6477355,328.7437355,12.648651,31.494238,42.47047,50.2164395,40.8831295,38.510218,33.8955765,40.4722255,51.2289975,62.4680245,63.911346,74.8567815,65.984397,91.4896,77.505922,67.2187075,12.0361615,31.220002,44.865333,60.900609,46.6327645,37.3293595,34.0115315,43.8031365,68.358369,63.511116,67.4044925,71.2147965,59.41542,96.967512,83.386512,87.6672595
PF3D7_0724200,5.567927,4.112551,8.9314805,14.4270945,18.269424,14.777461,14.872671,13.560047,12.3493935,11.696018,12.8454695,13.4830995,15.220306,16.2169715,20.9619185,16.973718,4.2413085,7.185053,8.627081,15.5185195,14.947399,18.5992985,16.846382,13.992862,11.8488545,12.119352,12.624465,13.5305875,13.150904,15.4416405,18.562814,33.9386975,0.437637,1.05121,5.385393,9.892099,15.001896,16.3283685,16.754479,11.7240585,14.5073515,15.7710205,17.425616,18.539584,18.4908495,18.2972725,13.67938,9.670984,0.600941,1.5012995,6.6227875,11.640594,14.184718,15.112023,16.958742,15.0354295,15.0219155,18.5249915,18.5173935,17.843997,16.66021,21.653984,20.239991,19.0930815
PF3D7_0724300,2.2582795,0.745527,1.686736,2.450786,4.031119,4.4089115,5.040216,4.408501,3.584309,3.9283915,6.056067,5.9292785,8.338582,10.2488985,18.378579,18.6736955,1.224853,1.8082635,2.6229875,3.960439,3.4185975,5.508378,5.0042765,4.8588995,4.215297,3.6044935,5.165681,6.0364655,8.5692185,7.423416,15.229565,13.1646065,0.485671,0.223235,0.892333,1.221703,1.688322,1.7546005,2.362109,2.0917305,3.106203,3.8114725,6.09385,8.2465185,12.2119945,25.7038475,25.8939295,21.39099,0.3235555,0.3772515,0.567712,1.625277,2.4407025,2.1136045,2.147569,2.2139405,1.920422,3.67693,4.272881,7.0556105,9.671655,19.72676,20.1805875,21.5399505
PF3D7_0724400,211.9346785,193.961303,182.5166375,201.447465,206.352487,153.7451255,127.526561,134.9820635,111.251298,106.643423,130.757405,105.608439,111.6744485,108.737954,136.1061985,121.198592,137.3172685,269.5525935,224.53997,218.218731,150.113421,194.202029,153.9095135,138.8531575,117.3973315,128.9175625,117.793652,108.64549,108.2340525,114.706967,126.154936,113.93409,132.493157,263.226397,290.8731565,240.2702365,223.48548,192.865833,167.258323,150.09156,161.979506,175.378054,167.028267,161.736671,150.470313,102.874952,102.586043,72.73107,127.645751,245.515605,236.139657,307.1224685,232.5047655,237.970358,193.885564,148.120124,174.094106,216.478416,170.442408,160.871228,137.2357215,129.8585725,134.735965,132.8945275
PF3D7_0724500,11.106126,23.774216,15.2887995,14.6257145,9.8928615,9.1133335,7.4631285,7.9034725,4.8141915,5.290374,6.247542,6.440157,5.391979,5.357061,3.6629725,2.4806335,13.084342,27.7525095,18.034062,13.7162525,10.8737035,7.0742755,6.8137815,6.049877,4.661119,4.927171,5.3084985,4.5689175,4.8914345,5.3792865,4.267031,3.0638335,14.721992,29.4010505,28.097302,22.730246,17.4073935,13.1730695,10.771707,6.2158945,4.481705,4.029433,4.0020565,3.535739,3.770076,3.2189935,2.368042,2.393866,15.8479315,28.8432705,26.160521,26.1580165,22.415312,15.685622,9.6375435,7.019371,5.9141835,4.999569,4.139356,3.399876,3.1254935,4.327694,3.557034,3.780325
PF3D7_0724600,1.1750965,0.9515365,1.0347295,1.716672,2.4710845,2.5147,1.9108575,2.8399365,2.48866,2.2613685,4.79754,5.2577485,6.43752,8.014615,17.1215665,18.223454,0.9698265,1.4167575,1.637255,2.272784,2.693098,3.2728575,3.305628,3.041895,2.763222,3.027171,4.429844,4.866847,6.85775,7.0089845,11.072781,21.3899275,0.412744,0.1708945,0.211994,0.4387915,0.5362375,0.6574325,0.5467365,0.604523,1.137946,1.6746405,3.069587,4.298021,6.2095585,22.4451505,26.8866355,24.8886365,0.3809195,0.3469085,0.2315545,0.507378,0.780772,0.7154905,0.6935935,0.658104,0.8195365,1.403187,2.3288675,3.557549,4.857029,12.9986565,15.0281635,21.543623
PF3D7_0724700,13.718642,20.003467,22.738747,30.8014675,37.6645925,29.252564,24.512942,25.972974,26.230322,21.1043675,24.994228,24.34564,21.019382,23.9244655,32.1280645,27.135942,11.913195,27.606235,30.9784285,34.106835,28.9990875,38.378907,30.2296745,30.8750015,26.27841,25.551187,21.1399295,21.779679,25.071764,25.39417,28.0709935,35.183831,6.260876,20.1359335,35.7955465,36.0442655,34.9893075,35.6348505,28.6424775,24.2001535,26.452936,23.8996505,24.463659,25.3868235,25.8300245,29.074562,27.8058165,24.850996,6.8893275,21.013094,34.328233,41.4424125,37.454219,37.6965865,32.768204,26.2275155,29.39005,30.7079675,28.655195,27.428485,24.6818385,31.4053255,29.6237595,33.709386
PF3D7_0724800,45.2890995,25.4385045,16.577569,12.7919785,10.270272,10.1308955,9.6069845,12.023702,11.266817,15.085185,20.015721,28.1284445,40.7091965,54.5610275,58.274868,69.577789,43.397263,29.620727,15.222123,13.131726,10.215133,11.740928,12.436488,14.8143545,13.5549065,16.7942745,21.176127,27.4181155,40.476808,47.626931,49.278941,55.3562425,13.8353885,7.8684535,4.612594,4.0135405,2.210665,1.53622,1.1401485,0.838067,2.22384,5.624906,14.2569355,26.1952655,45.4205895,73.7433025,81.1369595,81.011407,12.5476245,11.9371315,5.8420045,3.929168,2.9025005,1.7459845,1.3245955,1.095955,1.596962,4.1111575,10.647936,21.0643175,32.534308,54.154331,69.04343,72.9530705
PF3D7_0724900,17.058743,9.250851,5.128388,3.690454,2.889131,1.542511,0.9111145,0.8945615,0.8177705,0.714969,1.4892035,1.892896,1.583095,1.6057275,2.4252595,2.730633,14.1181835,10.978336,6.100651,3.9788865,2.1918545,2.351674,1.065286,1.301112,0.9079075,0.915517,1.6959325,2.0017105,2.158551,2.0372775,2.6021855,5.1634445,4.908889,3.647386,2.544834,1.8987705,0.8752005,0.6958515,0.410324,0.247587,0.214295,0.1944465,0.171071,0.288179,0.3861625,0.721688,1.7257035,6.8468545,5.413579,4.5760275,2.535117,2.197757,1.19515,0.852662,0.65479,0.3162135,0.2768795,0.3764845,0.273635,0.3029245,0.3356225,0.924372,1.8490415,3.424584
PF3D7_0725000,4.120136,2.864387,2.707625,3.475094,5.377872,4.8976475,4.4607455,6.5143515,7.033677,7.2584495,12.053895,14.052954,16.974097,20.1439735,49.5126085,53.177834,3.3308545,3.5284225,3.7708775,3.9419485,4.027319,6.969165,6.6523635,7.60885,7.3221645,8.7108935,11.116431,12.5707565,17.366985,17.8593335,33.24509,66.6353915,1.082913,1.830206,3.3492145,3.7430035,3.938733,4.0461165,3.6550155,3.8084495,6.0584245,9.4518375,12.827859,18.866305,19.3764815,57.1420495,62.5382525,63.3970035,1.3663375,1.8335705,2.4330525,3.8916215,4.2040655,4.3107195,4.171692,3.348938,6.005813,9.052303,10.977913,13.7891595,15.5307415,37.158102,38.5089285,60.84483
PF3D7_0725100,13.6314565,19.6644785,23.5794185,26.4451825,31.5027155,26.866119,17.0532925,18.6529295,16.2885455,14.6361425,19.548456,19.827696,16.051116,16.6765455,31.811659,29.004489,9.572982,25.5815015,30.4398175,31.8582985,27.975526,34.798002,23.975524,21.473664,18.255978,16.622371,19.1419625,17.3302605,20.308763,17.769458,25.846459,31.0330805,9.4647215,23.10642,42.5143495,38.7911045,36.640017,34.4767815,25.5373225,19.924771,25.1918365,23.1050745,21.558177,22.9127235,20.4114285,36.2289045,38.022475,37.4912315,10.0924655,26.693484,38.2361215,46.405739,42.4386935,35.9881,32.8354155,22.040906,27.7192,30.5143505,23.9919075,22.5384185,18.4183845,31.7957405,32.3957025,38.3417865
PF3D7_0725200,56.184733,56.9692865,75.3953715,52.363993,89.201532,79.788151,51.6690145,56.449385,57.042012,52.7871615,74.5328295,84.9782845,52.4461775,49.271812,155.2114235,163.8380435,28.2857785,63.6095865,80.369866,69.706032,79.2776295,129.700541,78.695968,78.6747725,65.3394185,61.468737,77.79658,72.600838,62.65587,47.854442,137.4405115,128.682047,31.855572,51.141448,73.664878,75.8677835,81.748498,73.1137545,63.636234,54.0197675,77.679637,88.6126645,80.3042835,113.885247,100.013332,155.029328,163.384348,136.587851,28.406149,63.737087,66.1719355,105.945961,94.5250475,81.323118,89.8371255,57.092097,113.2384795,110.1088415,76.5595665,77.4129495,76.0344605,127.2136705,150.8599995,166.1427805
PF3D7_0725300,44.000614,58.013493,79.028309,104.964858,114.4424335,96.792415,79.2504925,84.243401,71.7980145,71.8185395,78.6131725,72.5040145,59.4894065,50.1069735,43.5449375,30.913077,39.068301,67.433744,91.0066065,117.233562,100.4837155,111.5336435,89.4120115,87.956473,80.8081365,78.6333595,73.152413,67.501308,71.8633565,56.6995155,58.4661165,94.9581955,12.8881225,41.3651945,91.7792795,109.0779185,109.7774295,101.5043275,91.290152,77.0886875,78.706563,78.0722085,71.704974,69.6449925,46.179617,10.9729345,8.86958,8.994534,11.943299,50.3664005,93.4246245,110.239099,113.529237,104.3809415,98.0832185,80.413858,83.091301,85.4721535,84.42224,75.405909,55.7955045,37.03373,33.8911245,34.2535985
PF3D7_0725400,3022.867336,1910.437019,946.2290435,571.822158,250.969596,187.4855085,136.493743,117.4971665,114.8965215,186.7854935,639.2598415,915.48586,733.231711,700.6024295,537.3178085,772.8120815,4094.477356,1673.648905,983.6098935,588.17667,333.3614675,223.327862,139.9214265,123.225591,131.7593245,223.4934605,801.873792,1062.086535,1127.230643,958.815687,704.281579,923.297132,845.657774,433.5519415,277.980541,192.3633275,103.0314505,59.706794,44.06572,16.06437,13.560032,19.649999,17.097759,15.171747,22.0683005,214.738763,640.6368495,1895.5451,1034.737235,554.6546855,278.008488,189.53083,153.645822,75.505414,51.94297,19.029632,15.239553,18.8269225,26.4773065,19.4266275,30.963193,204.6941985,505.358849,967.765176
PF3D7_0726100,434.827972,423.577911,363.980984,237.268682,247.9238265,140.81497,93.188324,66.7732645,51.4724275,34.4912715,31.3512575,26.9871005,20.976335,18.5417375,29.996595,23.9666125,246.291954,462.2557135,351.1545485,257.2646355,179.670431,194.836661,104.417438,83.143444,55.417572,42.0213405,31.7895905,27.6136915,27.3825545,23.5308355,40.916377,44.696724,404.5065915,552.266862,479.330996,391.645371,259.602929,186.593789,116.0607755,48.702929,39.6177615,37.283743,33.820304,32.4683075,21.4943935,7.6748115,6.4203235,7.283326,401.9637505,591.897772,480.859648,478.393923,296.9381495,205.318748,134.12171,52.6882835,55.9560015,50.1379475,40.2090605,33.403854,22.7024045,17.9650035,17.925257,19.3656835
PF3D7_0726200,27.0036,22.876749,26.9296835,41.245129,85.867437,77.7819655,114.73866,97.672936,134.8948595,144.3443855,130.0867425,104.6070365,71.1637835,55.381291,48.9204255,32.466132,23.828064,31.114879,31.518523,49.721315,53.618183,95.088168,103.171493,126.5058445,134.756263,154.918377,122.9055125,111.9252365,107.1036115,95.07105,101.4499035,111.4887425,1.0202615,1.6349535,5.9386405,10.823368,25.276068,54.0414685,69.7368415,129.8851655,155.4671645,161.3330655,108.925414,68.021368,36.8421445,7.6569645,5.803519,5.316676,0.5305535,2.625085,5.2493265,11.166374,23.104718,48.6004785,61.1499275,130.451077,195.6904065,189.942549,148.471244,111.4472225,65.9886885,44.922336,37.357518,33.288204
PF3D7_0726300,7.2216085,10.4505465,10.861437,9.836818,7.9996795,4.898339,3.0028855,3.290632,3.094725,3.167415,3.9222235,4.495066,4.6218435,5.988477,9.986812,11.6784425,5.3427175,13.1717335,12.3630925,10.6654695,6.158444,6.611675,3.933439,4.0851655,3.360849,3.8198985,4.0419225,4.203737,5.9067585,6.0134185,7.91612,12.5774545,8.9259545,16.488622,19.6274505,18.083164,10.6053615,7.9115155,4.204421,3.357142,6.807977,7.450069,8.4525925,9.9771455,11.003357,20.478422,20.504623,19.367111,7.6472575,19.7613795,19.741527,18.6697665,12.990772,8.922772,5.6396575,3.6607265,8.264156,8.3480245,9.070526,9.1724075,8.5690555,19.289187,19.3675465,18.7075915
PF3D7_0726400,3.850042,8.121765,9.288042,12.139499,14.602918,16.93997,9.110721,12.275622,11.730048,9.2182085,12.3749455,13.1627975,10.856906,12.125022,20.2946,19.5347295,3.6486345,12.1603615,17.8562725,16.2521685,16.4591325,19.818205,16.612438,13.585355,12.4311835,11.8338475,11.926013,11.2677255,13.7716035,12.3648935,15.3821195,24.280518,3.136646,10.4612905,21.322341,19.473768,19.752915,18.4263295,15.2593045,11.6124005,12.1562655,8.965225,10.130747,10.541885,13.0716245,20.923426,23.1282955,21.494542,3.117321,11.0575395,19.016734,21.277297,21.078299,20.424262,19.4713435,13.388632,11.495625,14.241638,12.1511955,12.212684,12.822245,17.699911,17.3960155,25.8444025
PF3D7_0726500,50.7181075,67.508626,74.2150795,82.28578,104.3720005,79.6519925,63.7337795,69.30122,68.078795,57.6042235,66.8236285,71.671752,68.4330025,85.9464595,135.662888,128.529219,37.707842,79.030945,86.003274,88.100999,82.4506015,106.81447,81.9674955,84.86466,66.8058005,63.014542,63.5271145,62.8162595,81.631819,89.50384,119.602064,174.8723035,50.5067115,79.5772375,106.894839,110.323652,99.3168,102.3269315,81.060645,57.83312,59.299099,61.1444795,69.603997,84.5346745,87.6021555,129.9584825,133.846246,115.466032,50.8562125,81.8372345,105.063437,125.258516,107.084025,105.487197,89.3797,62.5749195,76.351605,82.660459,73.6529535,78.09942,77.18978,122.483053,120.341689,139.652037
PF3D7_0726600,3.6539975,3.1490015,3.53445,3.544832,4.84393,3.459914,2.507658,3.158601,2.6425145,2.3822865,4.538195,5.9678745,8.629603,10.66358,23.3571715,22.6236855,2.11593,4.6824385,3.243209,3.493717,3.0020955,4.661056,3.2473605,4.3624885,2.8677525,2.9784315,4.7824485,5.5574715,7.437596,8.295552,15.593451,23.088468,0.4973595,0.9303,0.7619395,0.929595,0.6407715,0.512562,0.448338,0.550082,1.1053925,2.715696,5.8376285,9.0737985,11.9983305,23.6131405,23.477433,20.153501,0.3187085,0.848875,1.006655,1.0479355,0.864171,0.711454,0.4214225,0.5794385,1.7147655,2.310933,3.7987485,5.808448,8.058649,17.647634,19.628851,23.8272805
PF3D7_0726700,11.068183,9.9368845,7.9993955,7.492445,8.780524,9.957058,13.330573,17.811743,21.834514,28.006024,44.07498,58.861935,55.12679,59.5686885,149.399056,184.5501665,8.983627,10.2171285,11.539572,6.8424415,10.580395,17.620941,16.7318505,31.534839,26.802554,30.8563845,40.4045905,47.183833,58.6809505,62.1103185,151.129688,145.888371,0.776542,0.648776,0.7401015,0.7011935,0.586575,0.5473555,1.683526,7.038784,19.046605,33.2968,48.1016775,68.052532,76.899314,182.53098,233.046603,230.4908625,1.8061485,0.8214515,0.856075,1.339333,0.4747995,0.5621565,1.56198,3.6536785,15.6525355,28.999269,36.13468,49.653704,52.8163715,136.3217615,162.0331965,195.7566455
PF3D7_0726800,2.5167225,2.0661825,1.308807,2.5726785,2.5879295,4.1262335,4.3561145,5.074192,5.9359885,9.5658845,18.592197,21.405859,21.8416385,24.792295,55.4285145,41.6066905,2.011308,1.963351,4.9666815,3.661715,4.658406,9.8429995,7.1733255,6.4985025,5.7418555,13.259216,15.10751,22.304419,25.605084,19.3486905,34.143885,28.923056,0,0,0.9055045,0.3709215,0.2886825,1.2659985,0.3441685,3.3939825,13.332363,14.755299,22.9119785,31.771487,33.861822,42.9054175,33.7369345,27.3746835,0,0,0,0,0,1.358481,0.2922375,4.4326375,5.1073305,12.792239,12.9957655,20.6523315,26.020278,33.525915,32.7122415,55.5067425
PF3D7_0726900,11.2926075,5.1989285,7.099964,8.7946165,18.564831,17.190373,17.363056,19.526403,22.640391,27.297299,41.1746625,44.0960385,41.100352,40.944472,73.4864315,62.924449,6.4469735,8.4550575,8.6445605,12.6428925,14.371948,25.3487445,20.151392,24.1093975,24.5407585,31.513147,36.2327375,41.0869825,47.4147065,40.981529,76.3067245,95.3993075,0.623287,0.5258865,1.8162125,3.958831,8.422888,10.6601995,11.7354755,18.7665675,38.1186925,50.4339445,53.0045605,62.880037,52.5257275,47.322175,42.70439,31.388959,0.7286295,0.4871495,1.605025,4.1392075,7.632568,9.501954,10.8115305,16.7601685,37.939246,50.0791645,47.2823255,49.1884395,45.4543355,56.9025335,56.1077545,58.1427765
PF3D7_0727000,5.6539085,6.88873,11.2580755,15.9627655,20.918953,18.8517015,14.2978035,15.9999065,14.1009735,14.0136915,17.7239075,19.211012,22.825002,27.4557255,35.692852,35.0127405,5.3352245,8.5896975,13.6168025,18.275049,18.3621655,21.570435,19.1098855,18.9372,14.950117,15.2186795,15.863002,16.722738,23.58511,23.0131025,23.983468,56.0820075,1.324716,6.1879975,17.4615285,20.945833,16.4599975,14.8081775,12.604715,10.5452655,11.053469,11.4313765,13.0138675,17.580517,20.620347,41.256121,43.67419,36.5404025,1.7647035,7.577175,18.2450545,18.351476,19.696886,15.0117485,13.5202535,9.8722045,10.58262,12.035161,13.9435665,15.8940615,15.543177,29.732295,32.8612605,39.361417
PF3D7_0727100,3.332325,1.833258,1.6876585,1.941349,2.5694065,2.204381,2.758431,3.5801095,4.368714,4.6899905,7.161752,8.558145,11.6306025,15.632251,22.8000285,24.630279,2.5915345,2.6665275,1.839075,2.9179895,1.627728,2.8446755,3.4161565,4.192363,4.587942,5.826494,6.1105105,7.6639685,11.460802,13.5163705,15.7159325,30.191523,0.340526,0.273447,0.2891415,0.3229575,0.1419015,0.1145105,0.2112085,0.501527,2.2226575,5.1707195,8.815122,11.0346495,13.73778,36.9854385,41.1603805,33.8516645,0.4105605,0.453479,0.335718,0.477857,0.185719,0.193017,0.196362,0.465793,1.5517855,3.8090305,6.4349145,8.799415,10.525529,25.407217,28.1700695,26.281346
PF3D7_0727200,59.646012,111.2829875,130.6593985,133.4870795,129.9002005,109.0126105,97.8384325,87.774381,80.088066,75.3363645,70.0172835,63.243428,64.124012,57.2674415,45.1179005,34.080806,58.2995715,139.2248575,129.455512,130.699012,112.5917055,117.015799,92.880087,93.284865,82.6350355,78.6268255,67.2631655,66.357993,69.4101985,68.091662,59.777244,51.403836,55.8890125,106.034262,143.3421145,149.1727695,133.995867,116.832154,104.0278235,72.971096,76.8719715,83.46461,79.759458,69.106467,58.205353,18.338521,13.820265,11.7784925,54.503875,114.098751,144.096171,146.057442,133.862623,124.180708,101.0990895,84.709212,84.34287,85.3698005,90.023256,85.461335,68.767182,50.737971,44.7051415,37.102024
PF3D7_0727300,11.273421,14.002746,23.8598305,26.586805,32.1480385,28.190459,20.514517,19.9181465,17.7614835,15.7180535,19.7335045,20.5610295,17.2249535,17.0259505,29.921589,26.2065125,9.1058575,20.283676,28.2365685,31.639163,25.6985095,32.482941,23.0057235,22.343061,19.9012605,18.9696085,18.067658,17.8625985,18.9414635,18.3517655,28.9857695,32.1007595,4.284067,13.869426,28.966623,28.337873,30.305695,28.0576025,24.3557205,18.165433,19.351865,22.1229605,22.4474165,25.6741475,19.9470835,21.9024045,20.6694285,17.116757,3.653338,15.8126075,26.3348365,34.564849,31.443283,29.47808,24.824639,18.604816,22.844312,25.945841,22.879183,21.875256,17.429322,22.649862,22.970048,26.301534
PF3D7_0727400,86.072461,89.718193,165.270013,229.7655475,225.4219415,232.618115,276.2857235,308.5630625,286.1840635,307.4266705,344.8429945,366.3293,538.1308625,561.6306795,538.318673,592.380485,86.034471,120.1523665,164.1386805,210.165457,221.969689,217.5812035,259.220229,300.0967795,295.147034,326.222527,324.357285,391.0928,469.044539,484.3403915,516.2991575,402.2175845,37.603637,140.070936,235.7974585,270.8248525,273.841157,256.1841755,263.0813715,283.606954,312.9079085,327.581504,422.239372,442.287821,630.4750505,880.4264575,851.2716895,727.272096,31.3232025,141.2996715,202.6292295,233.830517,246.5980165,248.2635325,225.1205525,280.659047,252.4009735,317.6287245,397.389048,433.1388635,527.63348,667.8488405,718.7892675,696.398242
PF3D7_0727500,1.173123,0.8407685,0.4980205,0.7848995,0.95089,1.29012,1.3575815,1.9599775,2.0903555,2.366212,4.4551595,5.4504035,6.6282855,7.51138,17.2099245,18.36751,0.9470525,0.846855,0.948998,0.908501,0.8840485,1.479712,1.883759,2.225317,2.700926,2.853646,3.8057805,4.7282555,6.563326,6.4926035,11.5457605,18.070519,0.0534025,0.029489,0.1078045,0.068448,0.0189445,0.054058,0.0662385,0.9270775,2.4310575,3.78089,6.6581885,8.117232,10.1040265,22.0895465,22.078529,19.870278,0.1559015,0.0232945,0.1073215,0.091773,0.166556,0.067925,0.1946595,0.5197845,1.5920015,3.709578,5.542456,6.4842715,7.256532,13.3905725,16.3900335,21.6762155
PF3D7_0727600,0.2815315,0.764565,0.4202335,0.8463555,0.581295,1.178043,1.10468,1.5560335,1.8604245,2.67656,6.040285,6.6561715,6.053391,5.4210045,4.117901,2.929823,0.8203705,0.9991405,0.9054715,1.299954,1.120508,1.0014335,1.6683325,1.2707225,2.0238315,2.4388165,4.60549,5.451066,6.6142155,4.55732,3.612666,5.304594,0.101243,0.044928,0.060124,0.035452,0.1755345,0.2369795,0.336661,1.5162345,3.3450465,4.031559,4.8785615,4.989421,4.643503,3.25451,2.892574,2.261469,0.118302,0.012667,0.1235735,0.027163,0.142079,0.201894,0.523093,1.349116,2.1313845,3.760594,4.796563,4.8605405,4.765793,4.742753,4.239329,3.9356895
PF3D7_0727700,1.2568135,1.225162,1.082696,1.596544,1.695156,2.570198,2.339119,2.7308375,3.1036915,3.542026,5.620504,6.715362,7.0034905,7.5203845,12.4351275,11.9514865,1.073863,1.466874,1.315349,1.9194,2.034103,2.8377495,3.284743,3.215845,3.7596755,4.280272,4.8037355,5.5266295,7.472046,6.976559,9.380833,12.208719,0.143436,0.246676,0.7652195,1.2171345,1.9444745,1.939413,1.8694625,2.99315,5.217644,5.5195325,6.7036275,7.6987315,8.628785,12.6765355,12.710729,10.9508265,0.21941,0.1670545,0.717144,1.46181,2.022378,2.142153,2.189421,3.315049,3.981933,4.8931695,6.6592055,7.306543,7.020315,10.26408,11.5786485,13.9531605
PF3D7_0727800,7.8396575,7.003278,7.9086655,14.2137305,21.415754,23.836238,22.847803,29.892958,30.454392,31.17019,40.591434,42.7276235,40.0687175,43.870795,63.1513905,61.2421735,8.063804,9.295802,11.5472055,17.2386725,20.8840245,28.8504705,30.6171415,31.6693155,31.725372,31.953627,36.9944995,38.981981,49.2287785,44.66025,51.7626245,75.4680085,1.4659875,3.0691315,13.1451575,18.518013,23.5062835,28.3765015,26.312908,37.15544,45.329405,47.6908815,45.0897615,49.5825275,49.504798,66.955484,68.309079,54.049557,1.2748445,3.792945,11.968342,18.6987695,25.2812595,27.730467,30.244691,35.9989925,46.0874375,51.8001815,45.717549,46.122939,44.4738175,63.6452155,63.751185,72.1660415
PF3D7_0727900,11.960086,12.75614,12.334046,15.322852,15.48609,15.948076,9.7903815,10.82761,9.356125,7.0034455,8.317909,7.831305,5.44384,5.3102655,9.206956,9.475091,8.689046,17.3898235,18.976953,18.881656,14.320886,19.378882,14.775838,10.7724595,9.284909,9.127741,8.425889,7.4331175,7.459832,5.513889,8.198952,13.909289,14.310922,15.843661,25.483788,22.2873795,23.1851015,22.52353,17.557265,12.776516,17.9639905,11.8674015,9.987273,8.935829,8.952689,14.4783,17.715542,17.9975735,14.941912,18.218168,23.339088,26.926894,26.2646845,24.427193,20.6746575,15.0995775,16.8695235,19.519151,13.3755035,12.249525,10.0682335,13.0811495,13.389659,15.1262025
PF3D7_0728000,428.192514,396.5204855,489.8708715,468.131517,518.1237625,384.579967,498.0848435,428.1116905,439.4489515,427.85844,429.424522,425.964023,555.548744,571.048579,519.9079725,512.703633,331.6872645,515.219701,396.346013,452.5281195,379.2078555,441.4786085,380.6675255,451.4061755,450.251068,483.0277695,408.652995,462.8083115,484.360754,559.378739,609.693231,555.5708095,453.681324,615.4953175,579.386762,592.3070435,574.2339025,567.1549585,578.106054,500.150979,529.300283,625.286532,641.7843705,600.636094,656.8778305,532.7293845,475.6893875,360.6619905,383.561952,624.135834,552.520452,694.066746,536.0421555,554.625881,477.3686375,575.478486,589.765955,606.2896955,629.1976315,654.036566,643.308001,625.176396,573.9000445,469.9291495
PF3D7_0728100,0.815147,0.6765205,0.5491545,0.6488175,0.9618855,1.040096,0.8477425,1.3605795,1.56633,1.3262115,2.3779125,2.8700945,4.2527585,6.3669715,11.9339505,12.181565,0.8395835,0.840859,0.931529,1.006644,1.007228,1.4106275,1.5024445,1.8031965,1.8305885,1.833804,2.25728,2.717248,4.1863905,4.9042625,6.245756,10.54699,0.091986,0.045064,0.082987,0.069262,0.058971,0.028152,0.037223,0.0897815,0.2400195,0.4730415,1.7183125,3.560605,6.422401,13.670822,14.6720235,13.5160505,0.1540225,0.0778245,0.058267,0.0732725,0.0540575,0.0475045,0.043573,0.085807,0.20358,0.4628925,1.3670225,2.57705,4.809148,9.5432145,9.563023,13.5106935
PF3D7_0728200,1.446139,0.611038,0.780762,0.539628,1.0100165,0.748359,0.9929265,0.969008,1.1947095,1.0677445,1.188285,1.3315425,2.482634,3.493257,7.681372,9.926686,0.9659315,0.963286,0.561341,0.8967145,0.762026,1.280475,1.095278,1.331264,1.4672365,1.2225265,1.4677125,1.5729625,2.221483,3.3944245,5.540166,7.92216,0.024195,0.0712645,0.041387,0.044435,0.0765065,0.035122,0.0383305,0.064064,0.099689,0.363957,1.522358,3.092608,4.853028,12.2231305,13.2835475,12.70571,0.1271905,0.18496,0.0336385,0.0527775,0.0523815,0.1979045,0.0426075,0.095661,0.213682,0.329127,1.268222,2.2261375,3.519028,8.590664,10.489606,13.1302185
PF3D7_0728300,7.328774,2.5703865,2.900539,4.216772,4.4145055,5.1200125,5.3028115,6.072299,8.0628985,7.001741,13.5934765,18.1048875,28.556502,32.3115615,55.787972,53.659602,3.966783,3.9992735,3.947675,5.7498205,2.98233,6.213536,5.775761,8.8901075,7.045574,9.1066815,12.304541,17.1775425,21.4172915,26.008955,43.7189595,45.3644315,0.298133,0,0.083691,0.4060505,0.299262,0.590956,0.20131,0.6859915,2.3579155,8.150142,15.021137,22.8452425,33.2430055,53.7193535,69.2661175,58.604977,0.419733,0.562265,0.4278255,0.1950535,0.3350485,0.854704,0.320724,0.7356725,1.84813,4.121028,12.2088635,15.999599,22.357511,39.058414,49.294086,52.8964685
