"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"PF3D7_1460300",62,208,3983,817,406,633,125,354,189,116,197,267,36,472,57,3969,480,290,318,458,1247,128,113,101,66,192,124,299,499,172,329,578
"PF3D7_1460400",72,178,2037,1351,370,446,173,344,242,86,101,367,38,147,20,2128,94,169,324,184,954,57,62,94,99,74,85,230,209,103,220,871
"PF3D7_1460500",93,12,472,67,232,83,21,3,62,3,77,5,5,86,5,585,38,61,18,132,202,9,31,1,16,26,20,18,35,87,10,9
"PF3D7_1460600",0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
"PF3D7_1460700",1389,3281,29623,10739,7535,7445,3358,6153,3887,1775,1961,4946,1191,5545,507,27705,8229,5474,4617,3962,14227,1666,2362,1099,1357,1457,1336,3335,5656,3030,2545,5128
"PF3D7_1460800",7,19,48,61,13,19,5,23,15,5,5,11,2,16,0,54,27,24,7,13,15,12,4,5,4,0,4,10,34,11,9,19
"PF3D7_1460900.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1460900.2",0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1461000",4,0,97,166,2,5,1,16,0,0,0,0,0,0,1,137,0,0,1,0,0,48,0,7,0,4,0,7,7,2,1,1
"PF3D7_1461100",11,0,211,195,6,18,9,11,0,0,4,2,0,2,0,450,1,0,0,2,0,45,3,12,0,13,0,6,4,11,7,2
"PF3D7_1461200",247,278,1209,489,769,539,400,292,296,118,292,374,112,646,29,1107,554,282,252,877,1903,48,189,30,127,29,154,91,150,640,80,131
"PF3D7_1461300",374,1022,5077,4549,1651,1578,954,1287,1035,485,512,1260,352,962,189,4111,2160,1170,1845,782,2424,475,682,287,440,486,407,846,1689,924,663,1994
"PF3D7_1461400",87,26,191,39,658,79,54,32,170,57,188,15,32,309,2,375,312,249,39,407,347,4,89,2,18,14,57,33,42,216,40,9
"PF3D7_1461500",3,0,27,1,90,14,9,2,17,8,26,0,1,38,0,58,58,36,0,98,65,0,22,0,5,3,7,3,2,26,1,3
"PF3D7_1461600",2815,2443,8471,3877,10967,9389,4137,1564,5002,2498,4267,3709,1009,6419,299,12481,18724,2659,3127,7352,11153,698,3843,149,2019,728,1253,735,1433,4570,905,1261
"PF3D7_1461700",1,0,1,0,5,1,0,0,0,0,0,1,0,1,0,3,4,2,0,0,1,0,0,0,0,2,0,2,3,4,0,1
"PF3D7_1461800",566,89,104,120,2416,997,247,46,228,179,504,99,87,440,17,458,1198,187,158,565,1796,10,206,0,125,7,106,12,26,478,11,1
"PF3D7_1461900",2680,2944,27082,9207,6404,5387,3882,5722,4153,1337,2955,5647,1143,4448,782,112440,6361,4936,3632,6633,13065,2808,3003,1097,1552,2380,1568,3607,5905,3747,2643,5991
"PF3D7_1462000",2,0,7,2,10,1,0,1,1,1,2,1,1,3,1,18,5,7,1,3,6,2,2,1,0,0,0,4,2,9,2,0
"PF3D7_1462100",4,3,25,6,34,2,5,0,13,4,7,4,0,20,3,20,14,8,5,23,8,3,7,0,0,3,3,3,0,28,0,3
"PF3D7_1462200",0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1462300",3653,4006,9005,6252,9610,7803,4957,1128,4070,2889,4057,4687,1310,6012,345,12339,10546,3164,3838,12312,24289,587,4576,179,2944,683,2251,673,1484,6862,725,2105
"PF3D7_1462400",3139,1821,1453,3964,9632,6795,4920,487,3051,1965,4268,3748,759,5971,233,3249,10864,1941,2837,8587,19891,156,4357,31,2365,241,1070,126,450,6335,386,731
"PF3D7_1462500",0,0,0,0,2,0,0,0,2,0,1,1,0,2,0,0,6,1,2,0,1,0,0,0,0,0,0,0,1,4,2,0
"PF3D7_1462600",0,1,0,0,14,3,0,0,0,0,2,1,0,2,0,0,1,0,0,13,1,0,2,0,0,0,3,0,0,0,0,0
"PF3D7_1462700",11,8,142,16,273,1,4,15,26,7,34,3,3,53,5,118,26,125,10,50,25,4,7,1,0,22,10,154,74,67,41,27
"PF3D7_1462800",35974,85809,218070,168785,168560,75299,78648,89877,98725,31917,54189,121799,22558,73153,9261,273285,140219,147851,138085,85471,193481,8649,62506,13482,23688,28360,29538,84193,91634,60427,52092,139207
"PF3D7_1462900",105,214,368,116,222,129,143,62,103,43,57,193,16,103,19,411,80,122,112,240,245,37,107,23,26,70,70,122,118,135,80,212
"PF3D7_1463000",108,169,133,195,192,119,92,135,140,73,59,91,69,110,9,300,341,215,104,138,287,33,71,14,49,46,77,123,159,131,74,98
"PF3D7_1463100",0,0,8,6,7,6,0,1,3,2,2,8,1,2,0,13,6,9,5,1,1,0,2,0,1,4,5,2,4,3,1,5
"PF3D7_1463200",14,2,77,27,143,25,3,3,9,3,30,9,5,72,4,337,44,34,3,30,17,5,5,1,2,2,15,11,15,39,21,2
"PF3D7_1463300",4,32,18,11,28,5,9,20,6,3,5,17,6,14,1,15,30,29,8,22,20,1,10,1,6,0,6,1,7,19,1,2
"PF3D7_1463400",622,878,2877,1095,1259,1099,660,528,665,379,413,578,231,764,68,3612,1578,778,523,2651,4910,179,855,59,295,225,270,365,514,961,362,586
"PF3D7_1463500",248,658,364,329,777,1700,388,194,298,130,389,393,141,750,15,735,730,360,468,2050,5444,10,310,7,223,44,246,61,170,600,130,77
"PF3D7_1463600",0,1,2,2,1,0,0,0,1,0,2,0,0,1,0,1,1,2,0,0,1,0,1,0,0,0,0,1,2,0,0,1
"PF3D7_1463700",58,98,532,161,110,110,43,78,46,26,28,86,13,55,15,588,73,57,53,119,178,51,53,22,26,58,21,57,117,79,72,110
"PF3D7_1463800",1,2,2,1,5,0,1,1,1,0,3,0,0,1,0,3,1,0,0,3,1,0,3,0,0,0,0,0,0,2,0,1
"PF3D7_1463900",51,12,60,26,243,58,29,12,79,18,56,43,3,77,1,49,141,72,40,318,305,4,32,0,13,9,13,2,1,68,3,3
"PF3D7_1464000",1541,868,1802,1688,3635,3577,1445,222,1147,707,1334,1156,119,1517,56,1688,3914,643,1519,3432,6232,74,1270,21,551,162,372,70,72,1301,70,248
"PF3D7_1464100",5,7,18,24,92,12,4,4,17,4,14,6,2,9,1,37,27,34,13,22,16,2,4,0,2,1,11,1,5,30,1,6
"PF3D7_1464200",148,322,214,206,389,452,240,82,187,125,147,199,72,328,22,390,452,256,135,817,1339,8,197,1,156,14,111,25,51,347,37,30
"PF3D7_1464300",12,15,8,2,125,16,12,11,22,11,25,9,8,53,2,31,47,28,8,46,63,1,6,1,6,2,11,2,6,66,2,1
"PF3D7_1464400",145,141,952,391,422,640,231,171,168,86,183,406,40,265,41,903,629,216,226,402,655,61,168,35,89,41,59,76,150,150,118,196
"PF3D7_1464500",71,49,1592,703,335,289,116,94,85,49,61,246,16,114,96,2855,810,104,81,563,192,169,141,22,23,56,14,48,160,101,104,179
"PF3D7_1464600",3193,4416,28912,11361,14821,12166,4861,3161,5219,2853,4541,6094,1241,8471,696,48972,17746,2719,4247,15182,30051,2686,6257,738,1930,1886,2573,2559,3787,5990,2355,4754
"PF3D7_1464700",500,1245,8286,2956,1995,1619,913,3147,1135,304,455,1674,240,894,175,9576,1865,1499,1339,1506,3100,607,536,513,387,605,275,1492,2250,805,1343,2190
"PF3D7_1464800",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1464900",1853,3837,10907,4743,5887,5178,2997,2840,3260,1421,2846,3809,1031,4567,424,15459,6653,3202,2785,4861,10532,1103,2439,569,1213,1021,1362,1478,2342,3840,1766,2718
"PF3D7_1465000",70,22,156,30,455,60,17,73,67,15,115,14,24,155,3,167,136,225,26,144,199,7,30,2,7,3,65,57,39,156,17,3
"PF3D7_1465100",31,22,62,17,280,17,5,14,31,8,57,25,8,54,4,133,57,97,11,118,80,1,20,0,2,5,25,16,10,176,3,8
"PF3D7_1465200",255,357,1309,422,437,787,368,158,274,165,147,421,30,217,47,1535,337,182,265,723,1853,95,264,25,144,90,155,107,175,279,80,209
"PF3D7_1465300",529,311,2035,510,904,747,564,158,418,195,480,492,73,599,68,3311,978,405,270,1932,2830,155,531,29,205,128,149,138,199,659,168,198
"PF3D7_1465400",124,302,2871,759,1237,1179,315,471,320,167,316,328,100,606,53,4660,836,472,485,652,2739,104,228,109,126,302,189,597,546,277,699,960
"PF3D7_1465500",94,22,62,41,666,16,20,19,102,14,100,4,32,75,8,85,209,132,20,154,116,6,22,0,4,8,72,29,26,348,17,8
"PF3D7_1465600",2,7,5,7,47,13,7,1,11,1,4,13,0,6,0,31,7,22,1,29,15,0,2,0,0,0,3,2,4,10,0,0
"PF3D7_1465700",0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,12,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"PF3D7_1465800",11,4,13,24,68,10,5,8,7,4,11,29,6,22,3,26,18,21,4,32,10,4,4,2,2,6,4,5,11,24,1,6
"PF3D7_1465900",2451,5419,43676,23223,11736,9586,4800,11412,6197,2102,4056,7257,1816,7575,1120,32859,7908,7901,6352,5569,16240,2466,2880,2495,1917,3744,2784,7926,10918,4880,5542,13281
"PF3D7_1466000",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,1,6,0,3,1,0,0,0,0,0,0,1,0,0,0,0
"PF3D7_1466100",3,0,12,8,21,7,1,2,0,0,5,2,0,15,0,23,2,5,5,9,3,0,0,0,0,0,0,3,0,5,2,1
"PF3D7_1466200",93,93,6504,317,484,571,127,115,161,144,215,902,7,440,119,10169,884,214,188,2325,471,257,248,20,28,324,63,427,275,192,456,355
"PF3D7_1466300",2451,4710,24497,8688,8600,8803,3636,5454,3812,1134,3091,7017,923,5603,648,35516,4098,5903,4137,9079,16353,1792,3356,1069,1255,1700,1743,4563,4450,2891,3718,6185
"PF3D7_1466400",1028,2330,7512,3424,2077,2651,1785,1406,1052,818,1139,2607,390,1162,222,11743,3169,1427,1658,2709,8318,434,897,344,621,1410,713,1641,2473,1846,1892,2529
"PF3D7_1466500",0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,0,4,0,2,0,1,1,2
"PF3D7_1466600",127,49,414,76,354,209,54,35,100,45,136,51,36,206,10,332,181,140,80,357,570,12,61,4,32,16,77,25,49,181,21,16
"PF3D7_1466700",370,543,2371,846,1077,1431,437,789,480,183,430,522,181,894,55,2597,1106,827,592,1037,2845,136,286,97,176,78,219,158,473,719,223,388
"PF3D7_1466800",827,1062,4689,1411,2062,1831,1153,1217,725,317,855,1625,278,1461,165,4071,1630,1353,1044,1810,3277,251,566,213,452,265,178,907,1104,1491,827,843
"PF3D7_1466900",622,349,3166,1076,763,1258,612,190,375,277,376,647,69,545,132,5922,987,166,433,1568,3623,432,553,57,359,272,138,150,407,771,276,346
"PF3D7_1467000",56,169,221,109,410,167,84,63,108,59,117,90,18,136,8,203,187,170,99,293,575,12,86,5,57,6,107,12,10,118,9,60
"PF3D7_1467100",92,196,258,167,348,232,144,87,153,79,105,129,22,144,12,287,197,184,101,427,859,13,124,5,71,8,115,33,31,153,19,85
"PF3D7_1467200",281,398,326,240,507,690,356,76,202,154,169,387,29,257,13,270,298,215,239,1185,2007,29,339,8,117,13,152,19,41,255,19,129
"PF3D7_1467300",50,45,97,41,177,107,75,4,83,9,96,37,6,100,0,59,76,90,30,588,674,3,63,1,19,3,31,9,8,100,1,3
"PF3D7_1467400",56,62,708,96,74,134,83,112,61,14,40,124,6,37,20,405,91,87,54,324,242,27,57,12,37,10,21,41,71,18,47,63
"PF3D7_1467500",331,806,4882,1088,1053,1479,437,893,618,171,356,697,111,702,95,6789,980,829,642,1639,3594,270,544,154,203,258,204,448,737,265,479,709
"PF3D7_1467600",78,48,1393,172,844,1878,37,31,688,65,86,1443,5,80,54,17258,4778,57,240,161,57,69,249,22,33,335,22,85,75,91,174,461
"PF3D7_1467700",2,7,295,10,8,25,2,7,8,0,1,6,0,4,0,601,5,3,3,20,11,2,4,2,1,5,0,8,9,0,19,33
"PF3D7_1467800",1,3,107,7,9,14,2,7,2,0,2,4,0,2,1,125,9,12,2,9,3,1,13,0,0,2,3,8,1,3,6,13
"PF3D7_1467900",40,8,149,59,385,719,78,15,244,64,22,276,0,19,5,1060,1395,6,76,55,52,29,67,4,19,0,10,0,13,73,1,4
"PF3D7_1468000",14,22,18,30,170,43,18,9,38,25,11,11,2,26,3,74,67,21,65,80,132,3,20,0,7,3,15,6,5,36,0,1
"PF3D7_1468100",5614,4895,135579,30970,29649,16209,6965,6698,9738,3716,9596,9455,1331,15065,2915,198469,13268,5847,6899,22495,39697,10354,7503,1912,3102,12060,3013,5248,6485,12565,10444,12419
"PF3D7_1468200",160,312,2498,549,939,367,235,517,344,55,273,471,58,426,60,3644,312,499,235,952,627,138,197,112,87,323,142,1020,687,257,447,773
"PF3D7_1468300",5,4,76,21,28,5,2,9,10,1,17,8,1,22,2,56,5,25,5,87,31,6,6,0,1,2,5,26,14,32,10,13
"PF3D7_1468400",1,1,28,0,10,1,3,0,3,0,4,0,0,6,0,9,3,7,1,18,187,1,1,0,1,0,1,3,5,0,1,0
"PF3D7_1468500.1",6,1,147,23,4,17,4,11,1,0,1,7,0,3,1,116,1,8,1,9,21,4,1,4,0,2,0,12,15,0,8,16
"PF3D7_1468600",5,1,6,3,48,3,6,0,8,1,14,0,6,11,0,4,3,11,0,2,5,4,0,0,0,3,8,5,6,17,15,2
"PF3D7_1468700",13170,26013,110570,57433,60508,46124,31517,36680,27093,10803,21942,27816,6477,37117,3936,138812,66081,46429,34932,34572,86430,8049,24119,5249,8581,10663,8253,21166,25081,29200,14322,43650
"PF3D7_1468800",752,755,4634,1412,1791,2764,1159,433,597,212,671,787,64,1078,84,4160,674,537,686,2791,5164,297,1663,74,293,151,188,153,267,631,151,338
"PF3D7_1468900",371,387,4501,954,500,1075,462,314,358,117,212,640,24,337,112,4302,307,195,299,855,1242,410,393,100,151,246,115,289,526,291,308,426
"PF3D7_1469000",5,2,209,94,3,11,6,26,5,1,1,9,0,5,3,213,0,6,6,11,12,15,5,15,0,17,2,14,65,5,19,32
"PF3D7_1469100",49,68,402,138,59,105,74,47,61,23,20,182,6,44,13,375,88,24,67,119,252,28,48,21,40,19,16,23,96,21,35,90
"PF3D7_1469200",7,5,61,11,80,5,7,5,19,4,109,6,5,31,4,65,47,45,12,70,89,12,17,1,1,7,17,13,9,110,4,8
"PF3D7_1469300",182,119,1775,381,227,535,220,85,132,44,172,222,47,246,37,1229,179,106,113,412,1019,77,147,20,92,60,52,50,150,295,106,99
"PF3D7_1469400",35,1,2432,3146,28,144,33,612,25,10,23,18,49,31,56,1493,68,23,50,67,109,322,11,537,6,28,9,76,866,82,24,68
"PF3D7_1469500",23,17,35,23,50,23,18,3,35,11,15,18,2,19,0,25,14,33,11,43,28,2,14,1,7,8,12,4,11,20,8,27
"PF3D7_1469600",53,23,188,33,199,87,23,10,113,15,88,119,11,69,8,589,65,73,38,289,78,10,65,1,0,11,19,15,15,48,23,15
"PF3D7_1469700",0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0
"PF3D7_1469800",4,0,223,30,1,17,2,17,0,0,2,5,0,0,5,197,0,0,3,5,0,13,1,4,0,13,0,15,13,2,10,9
"PF3D7_1469900",4,0,81,19,2,8,2,5,2,0,1,5,1,0,7,23,1,1,4,1,2,14,0,2,0,6,0,5,11,2,4,3
"PF3D7_1470000",0,0,12,5,0,3,0,0,0,0,0,2,0,0,0,18,0,1,0,1,0,1,1,0,0,1,0,0,3,0,0,0
"PF3D7_1470100",163,170,1179,533,247,268,168,174,146,57,103,252,54,87,17,1250,374,122,213,364,605,103,160,42,77,95,78,109,150,169,100,359
"PF3D7_1470200",193,260,890,421,483,847,355,229,308,131,229,397,93,356,30,839,889,250,323,710,1819,61,202,20,177,43,127,48,141,242,107,102
"PF3D7_1470300",105,271,592,261,344,285,161,103,146,100,88,176,80,256,10,779,368,248,181,795,1263,26,221,14,101,37,77,51,199,235,70,73
"PF3D7_1470400",38,112,146,70,145,103,56,33,49,33,45,74,20,90,2,172,152,73,68,91,299,6,71,3,28,17,30,20,14,76,17,31
"PF3D7_1470500",59,22,74,10,298,38,28,9,38,7,71,12,23,162,2,147,144,96,27,209,85,7,78,1,9,11,20,5,12,187,2,3
"PF3D7_1470600",94,122,2665,287,288,259,173,79,185,70,115,451,27,61,33,1807,37,158,236,451,524,124,96,24,18,115,79,67,130,30,177,234
"PF3D7_1470700",31,19,1456,223,40,50,61,46,13,42,30,182,3,23,28,540,3,84,85,142,79,48,24,18,5,58,7,10,99,18,60,114
"PF3D7_1470800",11,4,554,323,21,43,12,31,8,0,7,11,2,7,11,461,3,8,9,33,21,90,7,10,1,16,3,17,20,16,8,20
"PF3D7_1470900",146,172,3886,1293,312,604,155,743,272,73,65,445,4,138,94,3961,70,302,386,396,771,206,155,197,39,275,64,464,955,85,419,1116
"PF3D7_1471000",491,657,2348,839,580,1296,594,662,406,137,307,728,121,584,35,2023,588,676,713,1490,2587,207,528,89,292,81,138,131,364,389,212,376
"PF3D7_1471100",1260,2976,40611,24272,5307,9577,3390,17438,2168,1087,1964,4759,863,3600,951,32022,6802,3335,4910,2365,10566,4384,1713,3581,1229,2229,1557,4225,9478,2854,4014,5840
"PF3D7_1471200",322,77,9274,3777,1290,756,196,2234,528,57,418,123,175,334,188,3596,762,580,425,376,564,535,252,414,48,836,170,1242,2463,354,604,2387
"PF3D7_1471300",4,1,47,28,6,12,0,5,1,0,4,1,1,2,0,48,3,2,0,7,4,13,2,4,0,2,0,1,4,2,1,1
"PF3D7_1471400",5,2,72,74,11,36,2,66,0,1,4,27,0,2,4,198,1,2,2,6,4,7,3,6,3,5,0,2,11,1,7,12
"PF3D7_1471500",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0
"PF3D7_1471600",2,1,0,0,3,1,0,0,0,0,0,1,0,2,0,7,2,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0
"PF3D7_1471700",0,1,2,0,4,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"PF3D7_1471800",9,3,29,23,30,16,8,1,15,3,4,3,0,3,0,6,18,5,7,9,45,1,7,0,1,4,0,1,10,15,0,4
"PF3D7_1471900",171,106,455,314,740,538,225,65,233,157,158,236,11,146,25,899,592,133,352,903,2510,50,249,9,113,74,30,21,19,281,13,47
"PF3D7_1472000",442,605,1124,992,889,1176,682,755,601,442,363,1281,185,478,42,1283,2262,846,707,496,1864,136,509,65,439,108,279,207,390,620,167,352
"PF3D7_1472100",512,275,1762,746,801,720,709,184,363,264,394,673,110,315,53,1618,2730,198,428,959,1725,132,307,26,313,127,129,146,428,958,144,247
"PF3D7_1472200",9685,4983,8952,8815,28126,39829,17424,1301,14597,15608,9424,14963,989,9972,407,21526,190976,3400,12544,18618,50559,962,13182,160,6344,1022,1757,563,2853,11204,666,1428
"PF3D7_1472300",119,264,1075,647,519,248,224,206,204,74,120,113,73,182,36,1437,177,179,185,244,748,63,123,67,135,166,150,278,406,265,193,312
"PF3D7_1472400",134,159,572,331,677,141,68,115,466,37,128,125,45,211,25,984,257,136,119,213,214,68,74,36,33,80,105,68,136,340,71,146
"PF3D7_1472500",3,0,16,4,13,5,3,1,6,3,4,1,1,10,2,32,2,13,3,15,14,1,1,0,2,0,3,0,9,9,0,2
"PF3D7_1472600",0,0,1,0,10,0,1,0,0,0,1,0,0,5,0,8,3,0,0,2,1,0,0,0,0,0,3,1,0,0,0,0
"PF3D7_1472700",1,0,1,20,3,2,0,1,1,1,2,2,0,17,0,73,0,0,0,1,2,7,0,0,0,0,0,1,0,4,0,3
"PF3D7_1472800",3,10,116,35,22,29,12,25,2,3,4,35,0,7,7,225,34,5,28,6,25,6,13,4,2,11,1,37,26,8,5,17
"PF3D7_1472900",66,138,2128,284,61,305,126,193,26,17,17,151,4,39,27,1552,86,21,117,103,275,42,71,46,51,51,14,197,289,24,186,287
"PF3D7_1473000",0,0,7,0,1,3,0,0,1,0,0,0,0,0,0,10,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
"PF3D7_1473100",44,135,789,227,122,161,114,88,54,24,8,192,3,25,17,735,289,14,66,24,143,41,50,14,29,35,11,50,61,26,32,121
"PF3D7_1473200",173,16,4302,3087,3939,5630,732,1592,1713,411,83,5311,10,49,88,7836,16384,36,720,75,121,139,255,146,24,122,146,518,1263,389,171,446
"PF3D7_1473300",0,0,45,1,12,6,1,7,11,0,0,5,0,2,0,54,59,0,1,2,0,0,0,2,0,3,0,4,8,0,2,0
"PF3D7_1473400",1,2,10,0,13,0,0,2,1,0,7,1,0,1,1,12,4,3,1,11,1,0,4,0,0,0,5,0,0,4,1,1
"PF3D7_1473500",384,382,2350,431,659,610,330,162,372,136,210,536,65,331,47,2621,502,352,302,1223,1769,129,361,34,252,170,156,268,347,250,252,377
"PF3D7_1473600",1,10,84,23,19,6,1,12,8,0,10,5,1,5,1,48,7,16,5,6,11,15,2,3,0,1,1,18,8,0,3,13
"PF3D7_1473700",208,146,801,212,2171,407,159,89,649,162,237,381,66,302,27,5342,5744,230,272,157,711,75,194,17,137,39,112,97,133,368,48,35
"PF3D7_1473900",860,1017,3408,1419,2303,1874,1171,303,959,635,813,1242,315,1606,95,4823,2134,874,697,2969,7241,158,879,60,563,298,576,349,423,1681,386,404
"PF3D7_1474000",5,5,38,33,76,9,9,3,7,5,11,2,8,25,2,119,10,30,9,59,23,3,18,3,5,18,7,29,7,18,11,37
"PF3D7_1474100",0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1474200",7,10,22,12,8,21,9,4,14,9,11,20,0,4,0,17,7,3,12,7,76,2,11,0,12,0,7,2,1,5,0,3
"PF3D7_1474300",0,2,26,13,1,4,1,6,0,0,0,4,0,5,0,55,1,0,1,1,0,2,0,1,0,0,0,4,5,2,2,6
"PF3D7_1474400",9,7,22,6,42,18,10,3,15,1,10,51,0,18,0,38,8,26,8,85,73,0,16,0,4,0,6,5,2,54,3,2
"PF3D7_1474500",654,1072,4324,1866,2786,1689,853,929,1295,352,803,1309,291,1882,121,8509,1252,1664,851,2158,3678,306,781,168,415,424,488,1001,1097,874,899,1297
"PF3D7_1474600",704,764,3648,1418,1785,2235,947,636,664,334,802,1031,230,1108,92,2915,2621,742,856,1486,3544,195,613,114,327,160,357,258,389,1116,262,579
"PF3D7_1474700",19,18,200,75,56,23,28,5,84,6,16,20,8,13,3,186,11,23,16,54,77,14,18,6,10,26,14,40,43,30,26,49
"PF3D7_1474800",236,610,5204,1588,1018,1345,526,1005,719,104,368,658,98,558,120,5761,413,771,542,950,2128,298,323,262,85,243,210,503,461,296,625,989
"PF3D7_1474900",7,0,192,45,3,15,6,28,0,0,0,7,0,3,7,207,3,2,2,5,0,12,4,16,0,1,0,6,9,3,3,41
"PF3D7_1475000",0,1,26,20,1,1,1,2,1,0,0,6,0,1,0,26,0,3,0,2,1,4,2,1,0,7,0,6,12,0,6,16
"PF3D7_1475100",27,51,2760,2309,157,161,94,288,119,28,41,376,2,29,76,3479,30,197,188,65,44,310,106,114,25,339,21,647,524,59,379,908
"PF3D7_1475200",2,0,165,111,6,13,2,4,3,0,2,2,0,3,0,194,0,2,3,6,2,11,2,3,0,2,0,15,16,3,5,7
"PF3D7_1475300",0,0,71,17,1,2,0,6,0,0,1,0,0,1,1,75,0,2,0,0,1,4,0,2,0,0,0,2,0,0,0,8
"PF3D7_1475400",11,0,14,3,193,8,13,0,9,0,40,20,1,64,0,11,4,9,1,11,14,1,5,0,1,1,0,0,3,35,3,2
"PF3D7_1475500",3,2,14,0,87,3,10,0,2,4,18,1,0,41,0,8,12,7,0,22,9,0,6,0,1,2,8,1,0,63,0,3
"PF3D7_1475600",1338,1535,3643,2963,4336,2282,2001,552,1682,1037,1226,1645,473,2434,159,5029,3697,1506,1247,3845,5718,387,1666,93,894,318,740,359,655,3138,327,617
"PF3D7_1475700",47,8,90,20,291,76,20,12,96,15,94,13,13,55,2,134,42,62,19,140,215,7,21,0,15,2,39,13,17,114,1,16
"PF3D7_1475800",9,3,121,18,152,15,7,9,22,0,47,5,3,28,5,235,10,46,7,47,29,21,7,1,0,1,16,10,1,62,4,1
"PF3D7_1475900",19,24,23,23,314,64,8,8,74,9,41,38,2,48,2,21,37,282,10,130,27,4,18,0,1,0,46,0,0,40,1,1
"PF3D7_1476000",73,28,302,90,66,126,51,30,32,17,10,54,8,30,5,302,40,29,45,60,227,10,27,4,15,10,10,54,38,21,27,65
"PF3D7_1476100",31,10,145,15,88,34,4,5,26,8,20,5,13,30,0,275,17,47,19,81,68,1,14,2,4,5,14,29,16,17,24,4
"PF3D7_1476200",398,7,22438,15037,373,2831,523,4091,31,13,178,244,31,241,808,36017,57,40,406,55,16,3424,178,1575,96,1831,18,1881,5364,503,1448,1280
"PF3D7_1476300",4,0,424,20,30,0,4,33,1,0,5,0,0,8,19,1084,0,8,1,6,2,67,1,15,0,8,0,37,109,4,34,8
"PF3D7_1476400",1011,1325,1119,8950,17061,0,1823,958,1262,525,550,1897,205,1847,53,11704,0,1434,1868,1463,7544,498,208,48,638,18,0,233,120,43,101,364
"PF3D7_1476500",0,1,12,7,116,9,1,4,2,2,6,7,1,10,0,377,4,3,1,6,8,2,2,0,0,6,4,0,5,6,2,2
"PF3D7_1476600",131,5,14,93,855,2873,250,40,378,694,117,702,33,33,1,1692,6718,8,430,36,116,9,171,4,125,1,42,2,278,179,2,7
"PF3D7_1476700",12,0,110,78,20,2,3,29,11,0,1,11,0,3,1,119,4,1,5,4,23,17,6,13,2,8,2,8,31,13,1,17
"PF3D7_1476800",455,75,262,69,137,856,348,56,244,75,326,398,106,320,7,206,311,292,143,600,5087,28,322,12,186,16,168,8,58,1121,68,43
"PF3D7_1476900",5,27,11,41,25,8,11,10,5,12,17,7,1,7,0,80,28,32,12,14,30,2,22,2,9,4,4,2,5,59,0,2
"PF3D7_1477000",51,1,3979,767,110,682,57,228,15,29,66,86,3,92,256,5032,387,1,38,15,38,314,19,58,9,74,6,128,295,414,12,35
"PF3D7_1477100",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PF3D7_1477200",0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PF3D7_1477300",0,0,0,0,3,54,1,7,3,0,6,11,0,1,0,1935,84,0,0,1,0,1,1,0,0,0,0,0,0,3,0,3
"PF3D7_1477400",0,0,8,0,14,2,0,0,0,0,3,0,0,2,0,545,2,0,0,0,2,0,0,0,0,0,0,2,1,3,0,2
"PF3D7_1477500",926,437,64868,12870,2432,1235,904,8721,867,316,965,534,227,1277,1326,15193,1342,1188,1348,1005,1504,5379,510,1157,327,2173,322,4539,8589,2134,1186,3060
"PF3D7_1477600",79,3,1911,41,537,37,11,6,63,4,300,4,1,285,33,1615,31,59,10,247,70,36,31,1,1,31,27,20,36,119,40,17
