"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"PF3D7_1416500",1863,3186,26,4077,10998,3352,1636,2305,3224,2139,1781,1644,2157,4848,76,141,11925,5638,3560,2188,11213,46,1785,29,1377,88,2728,58,1595,3185,10,7
"PF3D7_1416600",3,0,5,0,13,0,1,1,0,2,1,0,1,2,0,7,5,3,2,4,0,0,0,0,0,0,0,0,0,7,0,0
"PF3D7_1416700",0,0,1,20,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0
"PF3D7_1416800",12,0,959,381,2,61,18,93,0,0,0,8,0,1,16,742,0,0,5,0,3,97,6,13,4,7,4,7,26,2,25,63
"PF3D7_1416900",17,11,712,560,6,68,42,156,2,4,1,56,0,5,18,265,14,2,25,9,24,80,19,67,8,5,3,41,75,18,20,100
"PF3D7_1417000",0,1,2,1,5,1,0,2,0,0,1,0,0,0,0,20,1,0,0,0,2,0,0,0,0,0,0,3,0,1,3,1
"PF3D7_1417100",0,0,9,0,11,1,2,1,0,0,3,2,2,3,1,26,10,3,0,2,1,1,2,0,0,0,3,1,0,2,1,4
"PF3D7_1417200",6330,2822,14738,8790,15486,12685,9643,1327,4867,2778,7237,5293,815,9221,637,23090,13054,2394,4863,15494,44590,1258,7167,207,4017,1448,1427,660,1017,13086,918,1859
"PF3D7_1417300",31,22,62,13,213,39,36,5,53,12,57,65,4,88,2,28,109,50,22,230,211,10,63,0,14,5,12,1,3,108,0,0
"PF3D7_1417400",48,14,61,13,390,23,29,4,38,14,99,23,7,161,2,63,104,52,20,230,156,1,61,0,8,0,15,5,3,131,1,0
"PF3D7_1417500",1370,2071,4778,3139,6182,5441,2895,1579,2211,1205,2548,3345,860,4370,206,5722,7993,2019,2291,3987,8870,299,1890,227,1320,284,868,552,795,3514,768,1340
"PF3D7_1417600",3606,1192,20233,6256,12816,7144,2701,829,2393,1136,3583,2548,365,7000,630,39003,4356,2793,2137,11798,17880,1514,2293,165,1345,1879,711,709,1044,3187,1469,2090
"PF3D7_1417700",137,231,1664,504,359,546,136,222,92,25,46,337,9,101,42,1079,91,281,177,171,467,44,113,71,31,65,42,152,216,72,130,403
"PF3D7_1417800",20,5,260,136,132,39,18,23,28,1,27,18,1,121,5,142,31,85,13,80,44,3,18,1,1,5,12,32,17,36,20,38
"PF3D7_1417900",1,0,27,61,0,7,0,2,0,0,0,1,0,1,0,36,0,0,1,0,0,3,0,4,0,1,0,0,1,0,0,2
"PF3D7_1418000",208,401,2430,739,226,928,301,594,143,121,127,492,19,135,105,2008,361,126,508,471,505,295,196,132,210,117,23,165,376,99,299,456
"PF3D7_1418100",2,3,13,6,46,2,2,6,4,3,4,5,1,9,0,28,18,5,2,5,14,1,4,0,5,0,5,3,4,10,2,2
"PF3D7_1418200",1,0,134,17,1,3,0,2,0,0,0,0,0,0,0,177,0,3,0,2,0,6,1,3,0,2,0,2,6,0,8,10
"PF3D7_1418300",0,1,373,19,6,9,1,5,1,0,6,1,0,0,3,330,1,1,1,10,0,7,2,3,2,1,0,10,10,3,4,26
"PF3D7_1418400",0,2,0,0,5,0,0,0,1,0,0,1,2,2,0,4,0,2,3,2,6,0,0,0,2,0,1,0,0,3,0,0
"PF3D7_1418500",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1418600",29,28,17,24,20,15,11,25,14,4,5,13,20,22,12,8,53,111,35,21,25,17,20,16,10,16,9,7,27,10,21,9
"PF3D7_1418700",44,17,2,8,19,7,3,4,16,8,0,18,5,10,4,4,46,82,6,18,8,9,18,9,10,11,2,4,17,7,6,5
"PF3D7_1418800",259,89,255,186,897,275,87,181,324,45,186,689,51,195,18,358,1254,3507,155,348,354,54,130,103,109,500,51,91,84,331,41,102
"PF3D7_1418900",1234,1046,3633,1662,2831,2949,1738,352,1324,895,1491,1210,370,2524,136,4785,4927,935,958,5210,9089,256,1543,40,756,188,507,165,349,2533,228,448
"PF3D7_1419000",153,46,207,58,662,260,82,6,119,68,217,20,19,234,3,598,401,111,97,371,681,13,77,2,77,11,37,13,22,362,32,10
"PF3D7_1419100",900,435,2616,761,1424,1676,846,104,592,422,751,548,116,1116,88,3320,2128,377,508,3450,4086,175,1118,27,407,183,145,77,193,1260,132,165
"PF3D7_1419200",58,30,1270,387,200,48,19,59,79,11,64,9,11,37,21,1276,64,70,41,122,136,96,15,19,13,35,37,87,128,173,82,115
"PF3D7_1419300",155,322,1196,502,429,486,241,268,206,107,105,414,60,182,20,1626,267,466,274,698,1406,52,136,36,102,47,129,138,307,272,113,181
"PF3D7_1419400",2919,1477,5436,2817,5086,3984,3681,538,2562,1536,2654,2461,415,2958,278,8756,6568,1373,1665,7919,14025,574,3841,82,1596,678,752,352,695,5225,468,781
"PF3D7_1419500",4,0,1,0,9,2,0,1,1,0,2,0,1,2,0,2,13,2,2,4,3,0,0,0,1,0,0,1,0,9,0,0
"PF3D7_1419600",123,75,1025,349,137,460,159,90,108,83,48,170,54,111,18,1493,236,73,125,209,529,32,56,14,85,36,55,83,128,195,90,136
"PF3D7_1419700",2176,1301,6504,3271,6624,4408,3009,546,2476,1291,2787,2063,392,2910,276,9778,6779,1251,2270,7338,12720,701,2682,124,1145,933,730,406,555,3262,556,1075
"PF3D7_1419800.2",3,4,68,118,31,13,12,26,5,3,12,7,0,10,5,71,29,4,2,9,7,30,3,9,1,0,1,3,5,28,0,5
"PF3D7_1419800.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1419900",386,757,1197,691,1568,994,574,292,471,307,562,646,226,1226,48,1009,1278,724,330,904,1954,79,435,36,326,81,236,136,336,919,158,226
"PF3D7_1420000",2007,1369,6072,3140,2907,5496,4362,1064,3401,2071,1147,4486,523,1451,306,9585,9420,729,3422,2032,5898,880,1664,326,1695,753,698,942,1322,2105,876,1696
"PF3D7_1420100",3,0,166,19,13,5,4,13,2,1,4,3,0,10,0,137,7,2,3,24,18,17,1,2,0,0,1,4,9,14,1,0
"PF3D7_1420200",53,47,203,88,62,89,68,29,25,21,22,107,7,40,6,172,26,28,32,88,127,17,38,7,33,8,4,23,24,56,23,43
"PF3D7_1420300",395,397,435,371,499,600,385,177,330,210,215,422,72,334,26,398,784,311,266,964,1623,56,336,4,211,32,137,33,100,458,40,90
"PF3D7_1420400",2609,2640,12835,5157,7150,5363,3538,1937,2801,1654,2684,4055,766,4197,332,20258,6665,3603,2240,8877,13882,1495,2813,318,1233,1024,1457,1354,1928,3719,1431,2849
"PF3D7_1420500",2,3,43,0,152,4,2,1,4,2,26,4,1,26,2,16,23,15,1,45,6,0,7,0,2,3,9,1,0,44,4,1
"PF3D7_1420600",95,21,1821,875,1063,109,76,618,147,28,176,52,55,284,23,2320,265,452,78,163,159,413,40,87,23,181,103,348,609,393,205,575
"PF3D7_1420700",10943,33499,179328,83739,82069,56639,26347,56925,35343,14636,27534,33162,10310,43544,5454,290261,68750,37539,33438,50043,132552,20805,23482,13977,9405,22356,18308,33622,43946,32654,34390,44741
"PF3D7_1420800",4,0,2,1,25,3,4,0,5,2,4,1,1,6,0,6,14,13,5,11,7,3,7,1,2,1,7,2,8,46,0,0
"PF3D7_1420900",87,23,301,99,523,67,54,80,76,17,134,21,80,245,14,286,97,207,58,135,137,16,60,14,32,9,44,13,27,422,30,7
"PF3D7_1421000",39,77,78,76,473,95,77,83,68,51,118,35,68,215,6,82,41,130,75,120,287,7,46,12,30,11,117,8,62,208,10,17
"PF3D7_1421100",1516,1297,133,179,3075,1831,1411,52,1327,857,1686,575,439,1666,100,141,93,1133,896,5003,4031,38,1986,13,705,41,944,24,504,3609,11,17
"PF3D7_1421150",124,1109,3948,5727,1331,675,274,1416,504,190,120,859,199,1039,24,3500,2339,2300,2025,224,3581,431,762,450,253,390,194,947,3368,511,673,1967
"PF3D7_1421200",997,2489,19377,8022,4455,3893,1460,4763,2054,936,1151,3334,487,3087,385,22444,2777,3358,2708,2638,8553,1572,1371,907,635,1414,560,2695,6198,1392,1952,4798
"PF3D7_1421300",4,3,10,2,11,8,0,1,3,0,6,4,1,5,0,23,4,1,4,3,7,3,4,1,0,2,3,3,0,16,1,2
"PF3D7_1421400",155,279,2665,992,274,961,280,732,205,61,95,547,34,158,67,2167,131,193,411,281,997,379,213,180,75,226,36,366,684,178,480,628
"PF3D7_1421500",9,25,213,48,6,21,3,7,9,4,6,18,2,4,1,379,1,11,10,45,105,6,10,3,2,18,3,12,38,7,9,16
"PF3D7_1421600",182,243,2168,837,316,496,170,111,154,84,98,212,39,141,60,3339,87,147,159,378,708,124,155,85,59,215,72,278,409,203,270,468
"PF3D7_1421700",0,2,7,0,0,2,0,1,0,0,0,1,0,2,0,8,1,1,0,0,2,4,2,0,1,2,1,1,0,1,2,5
"PF3D7_1421800",50,11,16,17,98,12,26,11,49,16,41,12,17,27,1,83,28,44,15,59,71,1,24,0,19,1,11,6,8,30,10,6
"PF3D7_1421900",8,2,27,81,58,6,6,11,18,7,15,2,8,12,1,116,14,32,10,10,27,8,11,3,6,7,6,9,8,6,5,11
"PF3D7_1422000",0,0,19,9,4,0,0,1,0,0,1,0,0,1,0,60,0,0,1,0,2,0,0,2,1,0,0,0,0,3,0,0
"PF3D7_1422100",54,48,321,306,323,66,40,38,100,32,76,15,33,192,3,439,109,136,65,248,452,196,50,45,22,12,35,29,39,94,12,15
"PF3D7_1422200",26,24,115,156,99,30,16,9,33,12,38,5,17,38,2,118,31,50,15,36,76,130,14,17,13,17,11,21,31,27,5,15
"PF3D7_1422300",115,207,634,299,200,214,128,135,144,48,42,174,60,219,16,646,124,116,114,364,501,81,110,36,76,57,45,117,194,111,67,127
"PF3D7_1422400",934,839,5002,1717,2762,1941,1237,386,1016,477,1359,820,223,1513,117,6385,1979,773,962,3035,6663,455,943,95,439,286,472,448,513,1516,357,709
"PF3D7_1422500",3,4,20,6,70,6,3,4,12,5,8,0,1,16,0,45,24,8,1,28,51,2,4,4,2,1,3,1,1,20,0,1
"PF3D7_1422600",4,1,1490,37,28,8,4,108,5,2,6,3,0,7,32,342,6,1,1,11,11,41,3,17,0,7,0,46,93,2,1,7
"PF3D7_1422700",991,1009,6148,2146,2705,2517,764,575,1102,393,860,1227,59,1098,197,10546,628,934,822,3148,4273,779,1619,127,335,808,293,342,517,386,663,1178
"PF3D7_1422800",191,149,762,203,152,427,257,145,90,22,69,242,29,107,34,629,69,162,138,490,723,57,88,14,96,20,25,35,92,141,74,153
"PF3D7_1422900",16,8,12,13,39,12,6,3,19,5,12,6,1,10,2,27,20,17,5,69,61,1,11,0,3,1,15,1,3,18,2,2
"PF3D7_1423000",983,1691,4224,2171,2862,2518,1521,767,1448,762,1099,1615,474,2639,120,6395,2993,1532,1201,3768,8392,356,1444,133,563,277,521,264,699,1573,449,787
"PF3D7_1423100",44,9,17,19,85,40,34,1,23,20,39,10,8,36,0,34,37,18,22,42,80,1,17,1,22,0,15,1,0,60,4,2
"PF3D7_1423200",84,223,1675,520,397,715,377,194,248,116,92,420,22,188,44,1369,70,176,243,569,836,114,180,43,46,106,37,285,200,73,193,643
"PF3D7_1423300",6,2,47,9,40,16,10,9,12,5,12,6,6,5,1,93,5,29,4,88,11,5,18,2,2,3,5,4,0,7,9,13
"PF3D7_1423400",3,1,15,0,16,3,0,3,2,0,4,2,0,3,0,172,1,3,1,60,1,17,21,1,0,21,1,22,5,4,6,4
"PF3D7_1423500",18,3,202,6,44,9,1,6,6,0,15,2,1,13,6,2807,6,0,8,402,9,125,127,0,14,167,3,148,9,6,26,17
"PF3D7_1423600",8,0,204,398,10,105,11,85,3,1,4,14,0,4,3,562,7,4,7,4,1,37,4,24,1,7,3,40,14,9,4,24
"PF3D7_1423700",2567,1602,49167,12830,10019,7788,3386,2260,2907,1490,3479,2464,385,5786,702,58035,7160,1876,2232,11149,18414,3458,2820,793,1031,3523,1001,1373,1907,6028,1789,1720
"PF3D7_1423800",1636,999,6685,1972,4194,2887,2240,406,1350,664,1849,1501,289,2522,107,5716,3010,1084,1277,4537,9031,509,1627,108,697,1795,544,622,636,3277,392,521
"PF3D7_1423900",0,0,0,0,4,1,0,0,2,0,0,2,0,1,0,0,3,3,1,0,1,1,0,0,0,0,1,0,2,0,1,0
"PF3D7_1424000",1,1,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PF3D7_1424100",3233,8248,50832,33174,15611,15100,6696,23081,10516,3673,4793,14272,2386,9231,1423,53036,17335,10961,11185,6925,20257,4585,4114,5207,2647,4513,3748,10843,11916,6074,8944,18112
"PF3D7_1424200",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1424300",1,1,106,1,5,15,4,3,3,1,3,17,2,9,0,54,11,7,1,50,101,2,2,1,3,3,0,4,2,4,0,2
"PF3D7_1424400",2397,6554,49066,16069,10659,13048,4132,10923,6643,2643,3781,7155,1435,8316,1123,54663,8909,6485,5613,9515,25873,2827,3628,2232,1620,3306,2372,5763,8020,4275,5651,11833
"PF3D7_1424500",0,6,212,10,3,13,1,2,1,0,1,5,1,12,0,142,3,6,1,20,66,1,0,0,0,2,2,1,7,3,4,2
"PF3D7_1424600",0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1424700",5,5,20,24,11,3,2,5,5,4,0,7,4,4,2,19,15,13,6,4,9,4,3,2,4,0,4,5,8,2,4,6
"PF3D7_1424800",1,0,3,3,1,0,0,0,0,1,1,0,3,0,0,3,2,5,2,1,0,2,5,0,0,0,0,1,4,1,2,0
"PF3D7_1424900",0,5,13,20,4,3,1,7,1,0,0,4,0,3,0,16,8,10,9,1,4,2,3,1,0,1,0,0,4,0,4,3
"PF3D7_1425000",2,1,2,6,6,2,2,2,1,3,2,7,2,1,2,4,4,2,4,0,0,2,4,0,1,0,1,1,6,3,0,3
"PF3D7_1425100",0,4,14,11,10,3,1,2,4,0,2,13,0,7,1,18,1,16,13,5,4,1,2,3,0,0,3,1,1,2,0,2
"PF3D7_1425200",20,4,56,59,46,12,8,15,10,2,6,12,3,11,0,88,20,18,17,15,10,11,6,12,1,4,1,11,23,11,18,48
"PF3D7_1425300",0,1,20,49,1,5,0,6,0,0,0,1,0,0,0,43,1,1,0,0,4,1,1,3,0,0,0,4,0,3,0,1
"PF3D7_1425400",8,0,117,357,3,42,6,53,0,1,0,10,0,0,3,126,1,0,6,0,5,48,1,25,0,0,0,4,21,1,2,29
"PF3D7_1425500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PF3D7_1425600",0,0,116,22,7,14,2,10,2,3,3,2,0,4,4,75,1,3,0,8,0,12,2,1,0,7,0,9,21,4,1,8
"PF3D7_1425700",40,52,1204,157,82,136,56,99,45,14,20,142,1,38,31,932,17,40,34,249,142,45,57,27,9,54,9,61,103,18,58,85
"PF3D7_1425800",13,7,112,15,98,11,3,6,38,1,23,2,2,9,2,150,26,22,5,59,14,6,15,0,1,9,7,11,21,52,3,7
"PF3D7_1425900",321,842,10484,3472,1139,1192,616,3207,504,156,341,1048,185,647,195,9377,1148,636,713,933,1712,615,376,706,235,604,230,1880,3969,748,1360,1219
"PF3D7_1426000",588,2378,29305,12085,4465,5800,1828,4813,2513,1107,1114,3783,663,3676,471,25024,4066,3675,2830,3222,10063,1044,1103,1340,1024,1128,794,3780,5694,1655,3333,5548
"PF3D7_1426100",858,1793,12083,5466,3528,3086,1803,1985,2000,712,1377,2088,429,2350,317,15699,2233,1659,2001,1882,7412,1028,1289,506,550,1187,691,1948,2066,2181,1348,3470
"PF3D7_1426200",298,601,8642,2154,1175,1764,630,564,867,209,410,1204,54,502,134,13283,441,701,800,1511,2985,598,602,162,151,819,141,845,847,311,1001,1823
"PF3D7_1426300",5,0,6,3,11,1,3,0,2,0,2,0,0,7,0,14,3,7,0,3,11,0,4,0,0,0,0,2,0,3,3,1
"PF3D7_1426400",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"PF3D7_1426500",7,3,43,6,129,6,5,1,28,0,24,1,0,30,0,22,25,8,4,99,68,0,8,0,0,1,3,1,2,83,0,2
"PF3D7_1426600",21,15,19,6,134,8,13,3,34,5,40,10,3,36,5,20,30,23,4,120,94,2,22,0,4,2,5,0,4,88,2,0
"PF3D7_1426700",1776,1972,3476,2442,3966,3627,2083,648,1768,887,1675,2303,488,2357,189,4745,4194,1715,1636,3909,8337,214,1612,94,829,351,751,365,716,2101,525,1031
"PF3D7_1426800",1719,985,3428,2169,4426,3557,2189,302,1528,920,1857,1402,241,2540,180,4132,4075,783,1301,4591,10117,304,2003,36,893,315,542,152,341,3067,280,562
"PF3D7_1426900",12,2,13,45,40,11,5,9,3,1,13,10,1,28,4,26,11,5,3,32,87,1,0,0,3,0,0,0,0,24,0,0
"PF3D7_1427000",59,18,46,131,766,29,41,6,81,23,146,17,15,220,8,69,172,61,30,168,232,8,50,0,13,0,19,1,3,311,1,0
"PF3D7_1427100",4594,3745,10367,6608,12537,16875,8137,1206,4126,4092,5139,4150,973,7713,624,15947,18999,2277,4637,13644,41863,1259,6153,171,3347,989,1781,406,1083,8813,1007,1253
"PF3D7_1427200",51,82,14,109,274,132,81,30,78,27,48,102,14,42,0,40,98,41,86,124,1415,0,45,0,40,4,19,1,15,81,0,0
"PF3D7_1427300",47,16,74,30,253,33,32,8,35,14,22,34,4,49,0,61,32,48,9,135,130,5,21,1,9,0,19,5,5,139,1,9
"PF3D7_1427400.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1427400.1",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1427500",13,0,327,56,33,26,11,5,21,1,16,4,1,24,7,237,15,27,7,47,31,15,9,2,2,10,3,18,12,14,19,25
"PF3D7_1427600",3,0,200,77,1,10,1,17,2,0,0,2,0,32,2,239,1,4,2,11,0,12,0,4,0,0,1,5,5,0,4,18
"PF3D7_1427700",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0
"PF3D7_1427800",79,152,1167,273,104,312,154,183,116,37,57,229,25,140,18,939,85,126,170,183,606,50,105,29,60,45,44,72,160,71,116,275
"PF3D7_1427900",94,120,9925,1960,858,430,136,1556,358,98,206,489,19,275,172,13847,104,499,404,616,633,513,243,409,48,961,77,1755,1454,157,1754,3261
"PF3D7_1428000",2,3,25,8,7,7,3,0,3,5,2,2,0,5,2,24,11,5,2,14,8,1,8,0,0,4,3,22,6,13,7,4
"PF3D7_1428100",134,86,963,333,123,178,148,54,83,25,66,145,11,87,25,1245,105,63,96,295,516,59,56,19,94,98,45,62,116,103,109,85
"PF3D7_1428200",592,733,3183,2251,1461,1209,937,470,519,432,356,1113,124,756,98,4413,1058,1069,757,1591,3280,280,567,149,366,236,311,573,760,724,419,346
"PF3D7_1428300",944,1290,7934,2168,2473,4777,1356,1214,1178,792,1129,2085,311,2055,143,10625,3285,1166,1422,3963,9314,331,1233,147,422,569,594,591,922,1011,700,1723
"PF3D7_1428400",14,6,104,12,25,25,8,4,15,5,10,21,6,20,0,77,25,24,17,29,75,2,10,4,3,5,17,15,14,5,21,15
"PF3D7_1428500",2239,1564,37,1627,4930,4197,2396,365,2435,1063,1980,1941,467,3748,61,45,4187,1362,1379,7242,14860,23,2722,8,1489,44,812,12,188,2719,3,5
"PF3D7_1428600",49,18,31,66,321,45,21,37,59,14,141,4,16,96,0,100,90,57,18,239,257,13,65,3,4,7,32,2,7,144,0,7
"PF3D7_1428700",19,9,721,126,58,41,10,18,20,0,26,11,5,24,12,990,28,22,8,88,85,50,23,6,3,21,3,10,45,51,17,22
"PF3D7_1428800.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PF3D7_1428800.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1428900",17,6,454,140,73,10,8,40,14,2,15,28,0,15,13,475,7,11,21,42,31,39,8,16,2,26,14,38,50,29,27,49
"PF3D7_1429000",5,16,791,153,31,38,6,123,8,1,4,28,4,11,15,550,9,11,30,31,16,32,13,44,5,21,1,69,120,4,89,131
"PF3D7_1429100",12,9,3331,774,28,67,38,106,16,5,27,72,2,32,91,4980,16,19,62,79,9,199,76,62,8,241,0,80,207,49,150,586
"PF3D7_1429200",1,2,104,7,18,5,0,1,0,1,2,6,1,0,1,173,16,2,1,67,6,7,0,1,0,6,1,12,6,1,1,6
"PF3D7_1429300",0,0,507,208,7,18,7,18,0,5,0,7,0,1,9,395,2,1,5,0,1,47,2,8,0,6,0,14,40,6,16,68
"PF3D7_1429400",55,39,6050,1460,128,229,77,295,62,15,71,86,6,29,217,6330,73,80,195,157,136,609,100,100,19,513,15,313,551,135,530,972
"PF3D7_1429500",466,620,2184,811,1236,1338,757,472,991,231,382,838,173,1087,92,2325,874,704,629,1086,2021,353,620,98,580,171,292,428,458,436,327,446
"PF3D7_1429600",16,56,145,70,319,68,42,86,115,34,71,36,18,135,7,252,146,154,33,117,236,12,30,19,11,25,49,59,43,44,8,14
"PF3D7_1429700",114,305,3398,1329,1051,711,215,910,566,97,231,704,55,369,111,5339,428,694,429,1014,980,164,243,205,62,352,202,651,612,145,797,1366
"PF3D7_1429800",2447,2591,10623,3347,7112,5462,4335,1023,2656,1262,3523,4326,735,4349,420,14441,6222,2535,2634,9650,15415,697,3126,234,1442,1033,1286,1462,1918,6044,1384,1798
"PF3D7_1429900",273,116,1004,503,929,321,215,96,191,96,334,341,21,504,41,873,599,366,158,1069,556,75,242,36,73,36,49,76,94,511,96,138
"PF3D7_1430000",13,21,347,143,41,47,15,32,12,2,12,25,3,14,9,302,18,16,29,55,53,33,22,6,5,23,0,48,59,29,31,37
"PF3D7_1430100",1,0,20,23,2,1,1,2,3,0,0,1,1,3,0,129,0,0,3,0,0,4,1,1,0,0,1,4,5,2,0,14
"PF3D7_1430200",85,60,23,28,254,68,78,13,122,34,105,25,8,101,2,55,46,140,74,182,354,0,50,0,23,2,33,0,2,118,2,1
"PF3D7_1430300",5081,4407,1309,3851,9367,11728,7547,705,6002,2357,4339,7221,316,4620,80,1746,2912,6722,4475,7190,23177,84,4957,25,2183,78,1203,59,87,4393,69,99
"PF3D7_1430400",170,494,144,280,1023,875,223,164,807,292,245,765,57,309,4,168,639,650,218,279,984,4,167,2,129,9,160,9,25,228,7,27
"PF3D7_1430500",5,18,2,4,50,16,5,3,43,9,19,9,2,19,0,16,28,102,11,23,47,1,19,0,6,0,14,0,0,15,0,1
"PF3D7_1430600",1,6,83,34,21,6,1,6,8,1,5,1,0,10,0,59,12,50,3,14,25,2,4,6,3,1,2,0,3,5,0,1
"PF3D7_1430700",0,0,7,0,42,0,0,1,13,0,20,1,1,23,1,7,2,51,0,3,5,0,1,0,0,0,1,0,0,8,0,0
"PF3D7_1430800",0,0,106,0,0,1,0,3,0,0,0,0,0,2,0,18,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0
"PF3D7_1430900",0,0,0,0,12,0,0,0,0,0,2,0,0,37,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"PF3D7_1431000",0,0,0,9,20,1,1,0,2,0,2,0,0,16,0,6,2,3,0,5,3,1,1,1,0,0,0,0,3,5,0,0
"PF3D7_1431100",0,3,4,0,49,2,5,0,3,4,10,0,0,19,0,4,11,3,1,40,3,2,6,0,0,0,1,3,0,27,1,0
"PF3D7_1431200",823,637,2278,1402,3273,1772,1371,224,940,586,1273,808,117,1296,87,3077,1864,640,786,2982,6319,145,694,45,498,239,435,145,250,2361,164,213
"PF3D7_1431300",1697,2438,4323,4010,6547,3554,2729,2021,2549,1516,2382,3569,816,4676,221,8863,5949,3982,2722,6656,13155,394,2588,162,1165,551,1590,882,1073,4090,731,1233
"PF3D7_1431400",149,217,360,360,645,284,229,143,212,158,209,257,85,447,23,646,706,428,286,522,839,46,289,9,112,49,140,53,85,505,45,113
"PF3D7_1431500",72,5,1005,1031,195,493,75,211,207,42,43,470,5,67,33,3579,611,3,55,35,57,158,22,77,18,15,25,40,71,40,9,51
"PF3D7_1431600",11,10,16,14,16,7,2,4,3,1,7,1,2,12,0,194,14,1,3,6,19,6,1,0,0,0,1,0,5,12,1,1
"PF3D7_1431700",1171,2256,16272,7814,4289,5155,2428,3191,2437,1199,1457,3065,517,2357,369,11373,5380,2637,2711,1899,8697,854,1190,784,796,1117,1037,1802,2625,1866,1655,3559
"PF3D7_1431800",60,37,292,44,228,27,60,18,207,9,143,30,8,80,12,113,90,172,38,278,207,10,28,7,7,18,61,33,22,434,15,5
"PF3D7_1431900",0,1,33,4,20,2,1,1,3,0,6,0,0,3,4,67,1,5,0,16,7,0,6,0,3,0,1,1,3,10,0,2
"PF3D7_1432000",23,26,331,184,60,40,8,40,32,7,8,33,0,17,16,523,19,38,15,80,19,60,24,13,19,43,6,46,58,9,42,69
"PF3D7_1432100",78,92,1035,139,116,249,137,46,79,23,47,122,9,89,10,625,103,68,54,403,888,37,55,17,30,24,40,40,114,45,52,56
"PF3D7_1432200",11,1,95,7,90,9,5,2,9,4,24,6,0,24,1,98,8,22,5,107,27,6,7,0,0,0,4,2,4,45,9,2
"PF3D7_1432300",5,9,36,34,8,32,11,14,4,1,2,40,0,4,2,82,4,0,8,7,19,4,2,2,2,0,0,0,6,2,8,10
"PF3D7_1432400",0,1,6,0,0,0,0,1,1,0,2,0,0,1,0,10,0,0,1,1,2,3,0,0,0,1,0,1,0,0,0,0
"PF3D7_1432500",151,240,2001,515,453,447,351,93,171,147,68,266,15,257,51,1720,158,266,279,451,1400,55,168,25,50,93,42,144,223,128,123,269
"PF3D7_1432600",104,314,953,379,381,470,159,114,293,84,84,394,5,135,37,1297,72,164,192,805,1508,11,144,15,54,64,72,62,121,126,108,173
"PF3D7_1432700",17,5,39,29,118,6,5,6,6,2,23,1,3,24,2,52,15,27,10,27,23,0,10,0,1,2,7,3,6,24,1,0
"PF3D7_1432800",162,18,1223,306,330,134,89,52,71,10,130,28,18,142,40,1822,132,93,48,291,396,119,80,22,31,59,42,29,89,194,57,84
"PF3D7_1432900",131,88,149,116,528,185,166,25,125,46,181,65,42,164,3,208,209,113,118,337,636,9,128,8,60,24,78,23,42,315,22,20
"PF3D7_1433000",14,16,292,38,77,189,11,6,7,12,38,13,9,106,2,150,35,17,44,96,373,3,16,5,1,1,17,4,10,23,28,13
"PF3D7_1433100",50,224,650,440,129,311,114,102,121,52,26,220,18,53,14,835,136,71,142,301,296,69,152,42,66,78,37,119,252,33,120,282
"PF3D7_1433200",0,1,12,3,1,2,1,2,2,0,0,0,0,1,2,57,4,0,2,3,0,2,1,0,0,0,2,1,2,0,1,2
"PF3D7_1433300",10,23,1169,267,9,109,32,338,1,3,2,45,2,3,30,731,8,5,29,23,4,125,2,85,7,17,0,70,193,37,37,50
